cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass
CB1325,1,,3,CL185,cb_intrinsic
CB1381,2,,2,LHAV4g12,cb_intrinsic
CB1403,2,,2,CB1403,cb_intrinsic
CB1518,2,,2,LHPV4j2,cb_intrinsic
CB1534,1,,3,CB1534,cb_intrinsic
CB1577,1,,3,CB1577,cb_intrinsic
CB1594,2,,2,SLP094_c,cb_intrinsic
CB1599,1,,3,CB1599,cb_intrinsic
CB1636,2,,2,CB1636,cb_intrinsic
CB1649,2,,2,CB1649,cb_intrinsic
CB1659,1,,3,GNG406,cb_intrinsic
CB1731,2,,2,CB1731,cb_intrinsic
CB1741,1,,3,GNG415,cb_intrinsic
CB1748,2,,2,CB1748,cb_intrinsic
CB1758,2,,2,AVLP155_b,cb_intrinsic
CB1778,1,,3,GNG414,cb_intrinsic
CB1808,2,,2,CB1808,cb_intrinsic
CB1821,1,,3,CB1821,cb_intrinsic
CB1864,2,,2,LHAD3d5,cb_intrinsic
CB1883,1,,3,CB1883,cb_intrinsic
CB1910,2,,2,CB1910,cb_intrinsic
CB1934,2,,2,CB1934,cb_intrinsic
CB1935,1,,3,CB1935,cb_intrinsic
CB1941,2,,2,VES098,cb_intrinsic
CB1973,2,,2,CB1973,cb_intrinsic
CB1990,1,,3,SLP044_a,cb_intrinsic
CB2096,1,,3,LHAV5a4_a,cb_intrinsic
CB2147,2,,2,CRE003_b,cb_intrinsic
CB2170,2,,2,AVLP374,cb_intrinsic
CB2172,2,,2,CB2172,cb_intrinsic
CB2177,2,,2,GNG404,cb_intrinsic
CB2206,2,,2,CB2206,cb_intrinsic
CB2215,2,,2,LHAV2k12_a,cb_intrinsic
CB2227,1,,3,CB2227,cb_intrinsic
CB2273,1,,3,SLP018,cb_intrinsic
CB2286,1,,3,CB2286,cb_intrinsic
CB2295,1,,3,CB2295,cb_intrinsic
CB2311,2,,2,CB2311,cb_intrinsic
CB2319,3,,1,CB2319,cb_intrinsic
CB2320,1,,3,PLP063,cb_intrinsic
CB2323,2,,2,CB2323,cb_intrinsic
CB2328,2,,2,SMP139,cb_intrinsic
CB2351,2,,2,CB2351,cb_intrinsic
CB2372,1,,3,M_vPNml76,cb_intrinsic
CB2374,2,,2,CB2374,cb_intrinsic
CB2386,1,,3,AVLP176_b,cb_intrinsic
CB2407,1,,3,AVLP357,cb_intrinsic
CB2425,1,,3,CB2425,cb_intrinsic
CB2444,2,,2,SMP196_b,cb_intrinsic
CB2495,2,,2,CB2495,cb_intrinsic
CB2500,2,,2,CB2500,cb_intrinsic
CB2515,2,,2,SMP317,cb_intrinsic
CB2528,1,,3,WED111,cb_intrinsic
CB2555,2,,2,CB2555,cb_intrinsic
CB2606,2,,2,GNG200,cb_intrinsic
CB2653,2,,2,CB2653,cb_intrinsic
CB2656,2,,2,SLP466,cb_intrinsic
CB2657,2,,2,CL134,cb_intrinsic
CB2675,2,,2,LAL063,cb_intrinsic
CB2680,2,,2,CRE083,cb_intrinsic
CB2733,1,,3,CB2733,cb_intrinsic
CB2761,1,,3,M_vPNml76,cb_intrinsic
CB2764,1,,3,CB2764,cb_intrinsic
CB2798,2,,2,LHAV4a1_a,cb_intrinsic
CB2819,1,,3,LHPD2a6,cb_intrinsic
CB2870,2,,2,CB2870,cb_intrinsic
CB2878,2,,2,CL353,cb_intrinsic
CB2933,2,,2,WED157,cb_intrinsic
CB2938,2,,2,CB2938,cb_intrinsic
CB2941,2,,2,GNG278,cb_intrinsic
CB2956,2,,2,CB2956,cb_intrinsic
CB2963,2,,2,CB2963,cb_intrinsic
CB2971,2,,2,AVLP331a,cb_intrinsic
CB3014,1,,3,CB3014,cb_intrinsic
CB3031,2,,2,AVLP115,cb_intrinsic
CB3045,1,,3,CB3045,cb_intrinsic
CB3074,1,,3,CB3074,cb_intrinsic
CB3124,2,,2,CB3124,cb_intrinsic
CB3133,2,,2,CB3133,cb_intrinsic
CB3158,1,,3,PS350,cb_intrinsic
CB3164,2,,2,PLP225,cb_intrinsic
CB3190,2,,2,LHPV4b4,cb_intrinsic
CB3204,2,,2,CB3204,cb_intrinsic
CB3220,2,,2,CB3220,cb_intrinsic
CB3241,2,,2,SMP110,cb_intrinsic
CB3249,2,,2,CB3249,cb_intrinsic
CB3277,2,,2,CB3277,cb_intrinsic
CB3306,2,,2,AVLP115,cb_intrinsic
CB3343,2,,2,CB3343,cb_intrinsic
CB3345,2,,2,LHAD3f1_a,cb_intrinsic
CB3361,2,,2,CB3361,cb_intrinsic
CB3381,2,,2,CB3381,cb_intrinsic
CB3384,2,,2,CB3384,cb_intrinsic
CB3400,2,,2,CB3400,cb_intrinsic
CB3409,1,,3,CB3409,cb_intrinsic
CB3437,2,,2,CB3437,cb_intrinsic
CB3438,3,,1,GNG388,cb_intrinsic
CB3469,1,,3,CB3469,cb_intrinsic
CB3498,2,,2,CB3498,cb_intrinsic
CB3519,1,,3,CB3519,cb_intrinsic
CB3525,2,,2,AVLP320_a,cb_intrinsic
CB3564,2,,2,SMP449,cb_intrinsic
CB3566,2,,2,CB3566,cb_intrinsic
CB3590,1,,3,SLP186,cb_intrinsic
CB3593,2,,2,GNG075,cb_intrinsic
CB3610,2,,2,CRE083,cb_intrinsic
CB3615,2,,2,GNG192,cb_intrinsic
CB3619,2,,2,CB3619,cb_intrinsic
CB3625,2,,2,AVLP163,cb_intrinsic
CB3630,2,,2,CB3630,cb_intrinsic
CB3642,2,,2,GNG355,cb_intrinsic
CB3656,2,,2,PRW014,cb_intrinsic
CB3661,2,,2,CB3661,cb_intrinsic
CB3664,2,,2,CB3664,cb_intrinsic
CB3682,2,,2,CB3682,cb_intrinsic
CB3686,2,,2,SLP252_c,cb_intrinsic
CB3726,1,,3,LHAV4e7_b,cb_intrinsic
CB3727,2,,2,CB3727,cb_intrinsic
CB3741,2,,2,CB3741,cb_intrinsic
CB3754,1,,3,CB3754,cb_intrinsic
CB3771,2,,2,SMP347,cb_intrinsic
CB3778,2,,2,LHPD2c2,cb_intrinsic
CB3797,2,,2,GNG341,cb_intrinsic
CB3813,2,,2,GNG071,cb_intrinsic
CB3866,2,,2,CB3866,cb_intrinsic
CB3877,2,,2,SAD091,cb_intrinsic
CB3880,2,,2,WED191,cb_intrinsic
CL007,2,,2,CL007,cb_intrinsic
CL031,2,,2,CL031,cb_intrinsic
CL058,2,,2,CL058,cb_intrinsic
CL070a,2,,2,CL070_a,cb_intrinsic
CL071a,2,,2,CL071_a,cb_intrinsic
CL093,2,,2,CL093,cb_intrinsic
CL094,2,,2,CL094,cb_intrinsic
CL098,2,glia,2,CL098,cb_intrinsic
CL108,2,,2,CL108,cb_intrinsic
CL110,2,,2,CL110,cb_intrinsic
CL115,2,,2,CL115,cb_intrinsic
CL129,2,,2,CL129,cb_intrinsic
CL135,2,,2,CL135,cb_intrinsic
CL150,2,,2,CL150,cb_intrinsic
CL161a,2,,2,CL161_a,cb_intrinsic
CL179,2,,2,CL179,cb_intrinsic
CL183,2,,2,CL183,cb_intrinsic
CL187,2,,2,CL187,cb_intrinsic
CL201,2,,2,CL201,cb_intrinsic
CL212,2,,2,CL212,cb_intrinsic
CL213,2,,2,CL213,cb_intrinsic
CL214,2,,2,CL214,cb_intrinsic
CL256,2,,2,CL256,cb_intrinsic
CL257,2,,2,CL257,cb_intrinsic
CL263,2,,2,CL263,cb_intrinsic
CL264,2,,2,CL264,cb_intrinsic
CL286,2,,2,CL286,cb_intrinsic
CL288,2,,2,CL288,cb_intrinsic
CL303,2,,2,CL303,cb_intrinsic
CL308,2,,2,CL308,cb_intrinsic
CL310,2,,2,CL310,cb_intrinsic
CL311,2,,2,CL311,cb_intrinsic
CL316,2,,2,CL316,cb_intrinsic
CL318,2,,2,CL318,cb_intrinsic
CL326,2,,2,CL326,cb_intrinsic
CL335,2,,2,CL335,cb_intrinsic
CRE004,2,,2,CRE004,cb_intrinsic
CRE007,2,,2,CRE007,cb_intrinsic
CRE009,2,,2,CRE009,cb_intrinsic
CRE012,2,,2,CRE012,cb_intrinsic
CRE015,2,,2,CRE015,cb_intrinsic
CRE022,2,,2,CRE022,cb_intrinsic
CRE024,2,,2,CRE024,cb_intrinsic
CRE025,2,,2,CRE025,cb_intrinsic
CRE042,2,,2,CRE042,cb_intrinsic
CRE048,2,,2,CRE048,cb_intrinsic
CRE050,2,,2,CRE050,cb_intrinsic
CRE069,2,,2,CRE069,cb_intrinsic
CRE071,2,,2,CRE071,cb_intrinsic
CRE074,2,,2,CRE074,cb_intrinsic
CRE075,2,,2,CRE075,cb_intrinsic
CRE082,2,,2,CRE082,cb_intrinsic
CRE104,1,,3,CRE104,cb_intrinsic
CRE105,2,,2,CRE105,cb_intrinsic
CRE107,2,,2,CRE107,cb_intrinsic
CRE108,2,,2,CRE108,cb_intrinsic
CSD,2,,2,CSD,cb_intrinsic
DA1_vPN,2,,2,DA1_vPN,cb_intrinsic
DC4_adPN,2,,2,DC4_adPN,cb_intrinsic
DCH,2,,2,DCH,visual_centrifugal
DGI,2,,2,DGI,cb_intrinsic
DL4_adPN,2,,2,DL4_adPN,cb_intrinsic
DNES2,2,efferent neuron,2,DNES2,cb_endocrine
DNa01,2,CNS neuron,2,DNa01,descending_neuron
DNa02,2,CNS neuron,2,DNa02,descending_neuron
DNa04,2,CNS neuron,2,DNa04,descending_neuron
DNa05,2,CNS neuron,2,DNa05,descending_neuron
DNa06,2,CNS neuron,2,DNa06,descending_neuron
DNa07,2,CNS neuron,2,DNa07,descending_neuron
DNa08,2,CNS neuron,2,DNa08,descending_neuron
DNa09,2,CNS neuron,2,DNa09,descending_neuron
DNa10,2,CNS neuron,2,DNa10,descending_neuron
DNa14,2,CNS neuron,2,DNa14,descending_neuron
DNa15,2,CNS neuron,2,DNa15,descending_neuron
DNa16,2,CNS neuron,2,DNa16,descending_neuron
DNae001,2,CNS neuron,2,DNae001,descending_neuron
DNae002,2,CNS neuron,2,DNae002,descending_neuron
DNae003,2,CNS neuron,2,DNae003,descending_neuron
DNae004,2,CNS neuron,2,DNae004,descending_neuron
DNae005,2,CNS neuron,2,DNae005,descending_neuron
DNae006,2,CNS neuron,2,DNae006,descending_neuron
DNae007,2,CNS neuron,2,DNae007,descending_neuron
DNae008,2,CNS neuron,2,DNae008,descending_neuron
DNae009,2,CNS neuron,2,DNae009,descending_neuron
DNae010,2,CNS neuron,2,DNae010,descending_neuron
DNb01,2,CNS neuron,2,DNb01,descending_neuron
DNb05,2,CNS neuron,2,DNb05,descending_neuron
DNb06,2,CNS neuron,2,DNb06,descending_neuron
DNb07,2,CNS neuron,2,DNb07,descending_neuron
DNb09,2,CNS neuron,2,DNb09,descending_neuron
DNbe001,2,CNS neuron,2,DNbe001,descending_neuron
DNbe006,2,CNS neuron,2,DNbe006,descending_neuron
DNd03,2,CNS neuron,2,DNd03,descending_neuron
DNde007,2,CNS neuron,2,DNde007,descending_neuron
DNg103,2,CNS neuron,2,DNg103,descending_neuron
DNg104,2,CNS neuron,2,DNg104,descending_neuron
DNg105,2,CNS neuron,2,DNg105,descending_neuron
DNg109,2,CNS neuron,2,DNg109,descending_neuron
DNg111,2,CNS neuron,2,DNg111,descending_neuron
DNg13,2,CNS neuron,2,DNg13,descending_neuron
DNg14,2,CNS neuron,2,DNg14,descending_neuron
DNg15,2,CNS neuron,2,DNg15,descending_neuron
DNg18_a,1,,3,DNg18_a,descending_neuron
DNg22,2,CNS neuron,2,DNg22,descending_neuron
DNg23,2,,2,DNg23,descending_neuron
DNg29,2,CNS neuron,2,DNg29,descending_neuron
DNg30,2,CNS neuron,2,DNg30,descending_neuron
DNg34,2,CNS neuron,2,DNg34,descending_neuron
DNg35,2,CNS neuron,2,DNg35,descending_neuron
DNg40,2,CNS neuron,2,DNg40,descending_neuron
DNg41,2,CNS neuron,2,DNg41,descending_neuron
DNg49,2,CNS neuron,2,DNg49,descending_neuron
DNg50,2,CNS neuron,2,DNg50,descending_neuron
DNg57,2,CNS neuron,2,DNg57,descending_neuron
DNg61,2,CNS neuron,2,DNg61,descending_neuron
DNg62,2,CNS neuron,2,DNg62,descending_neuron
DNg63,2,CNS neuron,2,DNg63,descending_neuron
DNg67,2,CNS neuron,2,DNg67,descending_neuron
DNg70,2,CNS neuron,2,DNg70,descending_neuron
DNg81,2,CNS neuron,2,DNg81,descending_neuron
DNg84,2,CNS neuron,2,DNg84,descending_neuron
DNg86,2,,2,DNg86,descending_neuron
DNg87,2,CNS neuron,2,DNg87,descending_neuron
DNg90,2,CNS neuron,2,DNg90,descending_neuron
DNg91,2,CNS neuron,2,DNg91,descending_neuron
DNg94,2,CNS neuron,2,DNg94,descending_neuron
DNg95,2,CNS neuron,2,DNg95,descending_neuron
DNg97,2,CNS neuron,2,DNg97,descending_neuron
DNg98,2,CNS neuron,2,DNg98,descending_neuron
DNg99,2,CNS neuron,2,DNg99,descending_neuron
DNge003,2,CNS neuron,2,DNge003,descending_neuron
DNge004,2,CNS neuron,2,DNge004,descending_neuron
DNge011,2,CNS neuron,2,DNge011,descending_neuron
DNge023,2,CNS neuron,2,DNge023,descending_neuron
DNge032,2,CNS neuron,2,DNge032,descending_neuron
DNge033,2,CNS neuron,2,DNge033,descending_neuron
DNge039,2,CNS neuron,2,DNge039,descending_neuron
DNge043,2,CNS neuron,2,DNge043,descending_neuron
DNge045,2,CNS neuron,2,DNge045,descending_neuron
DNge051,2,CNS neuron,2,DNge051,descending_neuron
DNge053,2,CNS neuron,2,DNge053,descending_neuron
DNge054,2,CNS neuron,2,DNge054,descending_neuron
DNge055,2,CNS neuron,2,DNge055,descending_neuron
DNge062,2,CNS neuron,2,DNge062,descending_neuron
DNge065,2,CNS neuron,2,DNge065,descending_neuron
DNge069,2,CNS neuron,2,DNge069,descending_neuron
DNge076,2,CNS neuron,2,DNge076,descending_neuron
DNge077,2,CNS neuron,2,DNge077,descending_neuron
DNge081,2,CNS neuron,2,DNge081,descending_neuron
DNge083,2,CNS neuron,2,DNge083,descending_neuron
DNge084,2,CNS neuron,2,DNge084,descending_neuron
DNge086,2,CNS neuron,2,DNge086,descending_neuron
DNge096,2,CNS neuron,2,DNge096,descending_neuron
DNge097,2,CNS neuron,2,DNge097,descending_neuron
DNge099,2,CNS neuron,2,DNge099,descending_neuron
DNge103,2,CNS neuron,2,DNge103,descending_neuron
DNge106,2,CNS neuron,2,DNge106,descending_neuron
DNge107,2,CNS neuron,2,DNge107,descending_neuron
DNge109,2,CNS neuron,2,DNge114,descending_neuron
DNge120,2,CNS neuron,2,DNge120,descending_neuron
DNge123,2,CNS neuron,2,DNge123,descending_neuron
DNge134,2,CNS neuron,2,DNge134,descending_neuron
DNge138,2,CNS neuron,2,DNge138,descending_neuron
DNge140,2,CNS neuron,2,DNge140,descending_neuron
DNge143,2,CNS neuron,2,DNge143,descending_neuron
DNge147,2,CNS neuron,2,DNge147,descending_neuron
DNp02,2,CNS neuron,2,DNp02,descending_neuron
DNp03,2,CNS neuron,2,DNp03,descending_neuron
DNp04,2,CNS neuron,2,DNp04,descending_neuron
DNp05,2,CNS neuron,2,DNp05,descending_neuron
DNp06,2,CNS neuron,2,DNp06,descending_neuron
DNp07,2,CNS neuron,2,DNp07,descending_neuron
DNp08,2,CNS neuron,2,DNp08,descending_neuron
DNp09,2,CNS neuron,2,DNp09,descending_neuron
DNp10,2,CNS neuron,2,DNp10,descending_neuron
DNp102,2,CNS neuron,2,DNp102,descending_neuron
DNp103,2,CNS neuron,2,DNp103,descending_neuron
DNp11,2,CNS neuron,2,DNp11,descending_neuron
DNp13,2,CNS neuron,2,DNp13,descending_neuron
DNp14,2,CNS neuron,2,DNp14,descending_neuron
DNp15,2,CNS neuron,2,DNp15,descending_neuron
DNp18,2,CNS neuron,2,DNp18,descending_neuron
DNp19,2,CNS neuron,2,DNp19,descending_neuron
DNp20,2,CNS neuron,2,DNp20,descending_neuron
DNp23,2,CNS neuron,2,DNp23,descending_neuron
DNp25,2,CNS neuron,2,DNp25,descending_neuron
DNp26,2,CNS neuron,2,DNp26,descending_neuron
DNp28,2,CNS neuron,2,DNp28,descending_neuron
DNp30,2,CNS neuron,2,DNp30,descending_neuron
DNp31,2,CNS neuron,2,DNp31,descending_neuron
DNp32,2,CNS neuron,2,DNp32,descending_neuron
DNp33,2,CNS neuron,2,DNp33,descending_neuron
DNp34,2,CNS neuron,2,DNp34,descending_neuron
DNp35,2,CNS neuron,2,DNp35,descending_neuron
DNp36,2,CNS neuron,2,DNp36,descending_neuron
DNp38,2,CNS neuron,2,DNp38,descending_neuron
DNp43,2,CNS neuron,2,DNp43,descending_neuron
DNp44,2,CNS neuron,2,DNp44,descending_neuron
DNp45,2,CNS neuron,2,DNp45,descending_neuron
DNp47,2,CNS neuron,2,DNp47,descending_neuron
DNp48,2,CNS neuron,2,DNp48,descending_neuron
DNp54,2,CNS neuron,2,DNp54,descending_neuron
DNp56,2,CNS neuron,2,DNp56,descending_neuron
DNp57,2,CNS neuron,2,DNp57,descending_neuron
DNp58,2,CNS neuron,2,DNp58,descending_neuron
DNp62,2,CNS neuron,2,DNp62,descending_neuron
DNp64,2,CNS neuron,2,DNp64,descending_neuron
DNp65,2,CNS neuron,2,DNp65,descending_neuron
DNp68,2,CNS neuron,2,DNp68,descending_neuron
DNp69,2,CNS neuron,2,DNp69,descending_neuron
DNp70,2,CNS neuron,2,DNp70,descending_neuron
DNp73,2,CNS neuron,2,DNp73,descending_neuron
DNpe001,2,CNS neuron,2,DNpe001,descending_neuron
DNpe002,2,CNS neuron,2,DNpe002,descending_neuron
DNpe006,2,CNS neuron,2,DNpe006,descending_neuron
DNpe010,2,CNS neuron,2,DNpe010,descending_neuron
DNpe016,2,CNS neuron,2,DNpe016,descending_neuron
DNpe017,2,CNS neuron,2,DNpe017,descending_neuron
DNpe018,1,,3,DNpe018,descending_neuron
DNpe020,2,CNS neuron,2,DNpe020,descending_neuron
DNpe021,2,CNS neuron,2,DNpe021,descending_neuron
DNpe023,2,CNS neuron,2,DNpe023,descending_neuron
DNpe024,2,CNS neuron,2,DNpe024,descending_neuron
DNpe032,2,CNS neuron,2,DNpe032,descending_neuron
DNpe035,2,CNS neuron,2,DNpe035,descending_neuron
DNpe040,2,CNS neuron,2,DNpe040,descending_neuron
DNpe041,2,CNS neuron,2,DNpe041,descending_neuron
DNpe042,2,CNS neuron,2,DNpe042,descending_neuron
DNpe045,2,CNS neuron,2,DNpe045,descending_neuron
DNpe048,2,,2,DNpe048,descending_neuron
DNpe050,2,CNS neuron,2,DNpe050,descending_neuron
DNpe052,2,CNS neuron,2,DNpe052,descending_neuron
DNpe056,2,CNS neuron,2,DNpe056,descending_neuron
FB1F,2,,2,FB1F,cb_intrinsic
FB2F_b,1,,3,FB2F_b,cb_intrinsic
FB5K,2,,2,FB5K,cb_intrinsic
FB5M,2,,2,FB5M,cb_intrinsic
FB6N,2,,2,FB6N,cb_intrinsic
FB6W,2,,2,FB6W,cb_intrinsic
FB6X,2,,2,FB6X,cb_intrinsic
H01,2,,2,IB014,cb_intrinsic
H2,2,CNS neuron,2,H2,visual_projection
HSE,2,CNS neuron,2,HSE,visual_projection
HSN,2,CNS neuron,2,HSN,visual_projection
HSS,2,CNS neuron,2,HSS,visual_projection
IB015,2,,2,IB015,cb_intrinsic
IB017,2,,2,IB017,cb_intrinsic
IB020,2,,2,IB020,cb_intrinsic
IB024,2,,2,IB024,cb_intrinsic
IB050,2,,2,IB050,cb_intrinsic
IB059b,2,,2,IB059_a,cb_intrinsic
IB060,2,,2,IB060,cb_intrinsic
IB062,2,,2,IB062,cb_intrinsic
IB065,2,,2,IB065,cb_intrinsic
IB110,2,,2,IB110,cb_intrinsic
IB117,2,,2,IB117,cb_intrinsic
KCg-s1,2,,2,KCg-s1,cb_intrinsic
LAL001,2,,2,LAL001,cb_intrinsic
LAL013,2,,2,LAL013,cb_intrinsic
LAL018,2,,2,LAL018,cb_intrinsic
LAL038,2,,2,CRE018,cb_intrinsic
LAL100,2,,2,LAL100,cb_intrinsic
LAL101,2,,2,LAL101,cb_intrinsic
LAL114,2,,2,LAL114,cb_intrinsic
LAL143,2,,2,LAL143,cb_intrinsic
LAL148,2,,2,LAL148,cb_intrinsic
LAL154,2,,2,LAL154,cb_intrinsic
LAL156a,2,,2,LAL156_a,cb_intrinsic
LAL156b,2,,2,LAL156_b,cb_intrinsic
LAL158,2,,2,LAL158,cb_intrinsic
LAL159,2,,2,LAL159,cb_intrinsic
LAL165,2,,2,LAL165,cb_intrinsic
LAL181,2,,2,LAL181,cb_intrinsic
LAL182,2,,2,LAL182,cb_intrinsic
LAL184,2,,2,LAL184,cb_intrinsic
LAL186,2,,2,LAL186,cb_intrinsic
LAL199,2,,2,LAL199,cb_intrinsic
LHAD1c2b,2,,2,LHAD1c2b,cb_intrinsic
LHAD1f3c,1,,3,LHAD1f3_b,cb_intrinsic
LHAD1g1,2,,2,LHAD1g1,cb_intrinsic
LHAD2e3,2,CNS neuron,2,LHAD2e3,cb_intrinsic
LHAD3a10,2,,2,LHAD3a10,cb_intrinsic
LHAV2f2_a,1,,3,LHAV2f2_b,cb_intrinsic
LHAV2o1,2,,2,LHAV2o1,cb_intrinsic
LHAV3a1_c,2,,2,LHAV3a1_c,cb_intrinsic
LHAV3b12,2,,2,LHAV3b12,cb_intrinsic
LHAV3d1,2,,2,LHAV3d1,cb_intrinsic
LHAV3e3b,2,,2,LHAV3e3_b,cb_intrinsic
LHAV3e6,1,,3,LHAV3e6,cb_intrinsic
LHAV3k5,2,,2,LHAV3k5,cb_intrinsic
LHAV3m1,2,,2,LHAV3m1,cb_intrinsic
LHAV5d1,2,,2,LHAV5d1,cb_intrinsic
LHAV5e1,2,,2,LHAV5e1,cb_intrinsic
LHAV6b1,2,,2,LHAV6b1,cb_intrinsic
LHAV7a4b,2,,2,LHAV7a4,cb_intrinsic
LHCENT2,2,,2,LHCENT2,cb_intrinsic
LHCENT5,2,,2,LHCENT5,cb_intrinsic
LHCENT6,2,,2,LHCENT6,cb_intrinsic
LHPD2d1,2,,2,LHPD2d1,cb_intrinsic
LHPD4d1,2,,2,LHPD4d1,cb_intrinsic
LHPD5a1,2,,2,LHPD5a1,cb_intrinsic
LHPV10b1,2,,2,LHPV10b1,cb_intrinsic
LHPV12a1,2,,2,LHPV12a1,cb_intrinsic
LHPV3c1,2,,2,LHPV3c1,cb_intrinsic
LHPV5e2,2,,2,LHPV5e2,cb_intrinsic
LHPV5i1,2,,2,LHPV5i1,cb_intrinsic
LHPV6l1,2,,2,LHPV6l1,cb_intrinsic
LHPV6p1,2,,2,LHPV6p1,cb_intrinsic
LHPV7a1a,2,,2,LHPV7a1,cb_intrinsic
LHPV7b1,2,,2,LHPV7b1,cb_intrinsic
LHPV7c1,2,,2,LHPV7c1,cb_intrinsic
LHPV8a1,2,,2,LHPV8a1,cb_intrinsic
LHPV8c1,2,,2,LHPV8c1,cb_intrinsic
LPT22,2,,2,LPT22,visual_projection
LPT26,2,,2,LPT26,visual_projection
LPT30,2,,2,LPT30,visual_projection
LPT42_Nod4,2,,2,Nod4,visual_projection
LPT49,2,,2,LPT49,visual_projection
LPT50,2,,2,LPT50,visual_projection
LPT52,2,,2,LPT52,visual_projection
LPT53,2,,2,LPT53,visual_centrifugal
LPT54,2,,2,LPT54,visual_projection
LPT57,2,,2,LPT57,visual_centrifugal
LT1d,2,,2,LT1d,visual_projection
LT39,2,,2,LT39,visual_centrifugal
LT42,2,,2,LT42,visual_centrifugal
LT47,2,,2,LT47,visual_projection
LT55,2,,2,LT55,visual_projection
LT60,2,,2,LT60,visual_projection
LT66,2,,2,LT66,visual_projection
LT75,2,,2,LT75,visual_projection
LT84,2,,2,LT84,visual_projection
LTe13,2,,2,LoVP53,visual_projection
LTe15,2,,2,LoVP49,visual_projection
LTe16,2,,2,LoVP107,visual_projection
LTe17,2,,2,LoVP47,visual_projection
LTe19,2,,2,LoVP86,visual_projection
LTe20,2,,2,LoVP54,visual_projection
LTe24,2,,2,LoVP59,visual_projection
LTe25,2,,2,LoVP42,visual_projection
LTe45,2,,2,LoVP56,visual_projection
LTe48,2,,2,LoVP28,visual_projection
LTe51,2,,2,LoVP100,visual_projection
LTe53,2,,2,LoVP36,visual_projection
LTe57,2,,2,LoVP44,visual_projection
LTe59a,2,,2,LoVP95,visual_projection
LTe62,2,,2,LoVP98,visual_projection
LTe69,2,,2,LoVP63,visual_projection
LTe75,2,,2,LoVP79,visual_projection
MBON04,2,,2,MBON04,cb_intrinsic
MBON22,2,,2,MBON22,cb_intrinsic
MBON23,2,,2,MBON23,cb_intrinsic
MBON30,2,,2,MBON30,cb_intrinsic
MTe14,1,,3,MeVP22,visual_projection
MTe18,2,,2,MeVP23,visual_projection
MTe20,2,,2,MeVP39,visual_projection
MTe21,2,,2,MeVP31,visual_projection
MTe23,2,,2,MeVP49,visual_projection
MTe24,2,,2,MeVP35,visual_projection
MTe26,2,,2,MeVP33,visual_projection
MTe27,2,,2,MeVP28,visual_projection
MTe29,2,,2,MeVP56,visual_projection
MTe32,2,,2,MeVP36,visual_projection
MTe37,2,,2,MeVP45,visual_projection
MTe39,2,,2,MeVP60,visual_projection
MTe46,2,,2,MeVPaMe1,visual_projection
M_adPNm7,1,,3,M_adPNm7,cb_intrinsic
M_lvPNm29,2,,2,M_lvPNm29,cb_intrinsic
MeLp1,2,,2,MeVPLp1,visual_projection
MeMe_e03,2,,2,MeVPMe6,visual_projection
MeMe_e05,2,,2,MeVPMe3,visual_projection
MeMe_e13,2,,2,MeVPOL1,ol_intrinsic
Nod2,2,,2,Nod2,visual_projection
Nod5,2,,2,Nod5,visual_projection
OA-AL2b1,2,,2,LoVCLo3,visual_centrifugal
OA-AL2i1,2,,2,OA-AL2i1,visual_centrifugal
OA-AL2i4,2,,2,OA-AL2i4,visual_centrifugal
OA-VPM3,2,,2,OA-VPM3,cb_intrinsic
OA-VPM4,2,,2,OA-VPM4,cb_intrinsic
OA-VUMa1,2,,2,OA-VUMa1,cb_intrinsic
OA-VUMa2,2,,2,OA-VUMa2,cb_intrinsic
OA-VUMa3,2,CNS neuron,2,OA-VUMa3,cb_intrinsic
OA-VUMa4,2,,2,OA-VUMa4,cb_intrinsic
OA-VUMa6,2,,2,OA-VUMa6,cb_intrinsic
PLP005,2,,2,PLP005,cb_intrinsic
PLP022,2,,2,PLP022,cb_intrinsic
PLP032,2,,2,PLP032,cb_intrinsic
PLP051,2,,2,LoVP91,cb_intrinsic
PLP075,2,,2,PLP075,cb_intrinsic
PLP079,2,,2,PLP079,cb_intrinsic
PLP094,2,,2,PLP094,cb_intrinsic
PLP097,2,,2,PLP097,cb_intrinsic
PLP103b,1,,3,PLP103,cb_intrinsic
PLP123,2,,2,PLP123,cb_intrinsic
PLP124,2,,2,PLP124,cb_intrinsic
PLP128,2,,2,PLP128,cb_intrinsic
PLP129,2,,2,PLP129,cb_intrinsic
PLP132,2,,2,PLP132,cb_intrinsic
PLP154,2,sensory neuron,2,PLP154,cb_intrinsic
PLP170,2,,2,PLP170,cb_intrinsic
PLP177,2,,2,PLP177,cb_intrinsic
PLP178,2,,2,PLP178,cb_intrinsic
PLP196,2,,2,PLP196,cb_intrinsic
PLP215,2,,2,LoVP37,cb_intrinsic
PLP216,2,,2,PLP216,cb_intrinsic
PLP217,2,,2,PLP217,cb_intrinsic
PLP232,2,,2,PLP232,cb_intrinsic
PLP247,2,,2,PLP247,cb_intrinsic
PPL101,2,,2,PPL101,cb_intrinsic
PPL103,2,,2,PPL103,cb_intrinsic
PPM1203,2,,2,PPM1203,cb_intrinsic
PS031,2,,2,PS031,cb_intrinsic
PS061,2,,2,PS061,cb_intrinsic
PS063,2,,2,PS063,cb_intrinsic
PS088,2,,2,PS088,cb_intrinsic
