cell_type_name,female_n,female_broad_class,male_n,male_cell_type,male_superclass,category
IN13A010,6,CNS neuron,0,,,female_specific
IN13A012,6,CNS neuron,0,,,female_specific
IN13A014,6,,0,,,female_specific
IN13A015,6,CNS neuron,0,,,female_specific
IN13A020,6,CNS neuron,0,,,female_specific
IN13A022,6,,0,,,female_specific
IN13A057,6,,0,,,female_specific
IN13A064,6,,0,,,female_specific
IN13B001,6,sensory neuron,0,,,female_specific
IN13B021,6,,0,,,female_specific
IN13B065,6,CNS neuron,0,,,female_specific
IN13B078,6,,0,,,female_specific
IN13B097,6,,0,,,female_specific
IN14A025,6,,0,,,female_specific
IN14B010,6,CNS neuron,0,,,female_specific
IN17A001,6,,0,,,female_specific
IN17A007,6,CNS neuron,0,,,female_specific
IN17A016,6,CNS neuron,0,,,female_specific
IN17A019,6,,0,,,female_specific
IN19A001,6,,0,,,female_specific
IN19A002,6,,0,,,female_specific
IN19A003,6,,0,,,female_specific
IN19A004,6,,0,,,female_specific
IN19A006,6,,0,,,female_specific
IN19A007,6,,0,,,female_specific
IN19A020,6,,0,,,female_specific
IN19A021,6,,0,,,female_specific
IN19A022,6,CNS neuron,0,,,female_specific
IN19A029,6,,0,,,female_specific
IN19A030,6,,0,,,female_specific
IN19A032,6,CNS neuron,0,,,female_specific
IN19A054,6,,0,,,female_specific
IN19A067,6,,0,,,female_specific
IN19A081,6,CNS neuron,0,,,female_specific
IN19A099,6,efferent neuron,0,,,female_specific
IN19A110,6,,0,,,female_specific
IN19A121,6,,0,,,female_specific
IN19B094,6,sensory neuron,0,,,female_specific
IN20A.22A008,6,,0,,,female_specific
IN20A.22A009,6,,0,,,female_specific
IN20A.22A015,6,,0,,,female_specific
IN20A.22A017,6,,0,,,female_specific
IN20A.22A027,6,,0,,,female_specific
IN20A.22A054,6,,0,,,female_specific
IN20A.22A056,6,,0,,,female_specific
IN21A003,6,,0,,,female_specific
IN21A004,6,glia,0,,,female_specific
IN21A008,6,,0,,,female_specific
IN21A009,6,,0,,,female_specific
IN21A011,6,,0,,,female_specific
IN21A014,6,,0,,,female_specific
IN21A016,6,,0,,,female_specific
IN21A018,6,,0,,,female_specific
IN21A019,6,,0,,,female_specific
IN21A022,6,,0,,,female_specific
IN21A023,6,,0,,,female_specific
IN21A028,6,,0,,,female_specific
IN21A035,6,,0,,,female_specific
IN21A044,6,,0,,,female_specific
IN21A049,6,,0,,,female_specific
IN21A063,6,,0,,,female_specific
IN21A083,6,,0,,,female_specific
IN21A098,6,,0,,,female_specific
IN23B009,6,,0,,,female_specific
INXXX100,6,,0,,,female_specific
INXXX213,6,,0,,,female_specific
INXXX220,6,,0,,,female_specific
INXXX265,6,,0,,,female_specific
INXXX282,6,,0,,,female_specific
INXXX348,6,efferent neuron,0,,,female_specific
INXXX400,6,sensory neuron,0,,,female_specific
INXXX416,6,,0,,,female_specific
INXXX424,6,sensory neuron,0,,,female_specific
LAL188,6,,0,,,female_specific
MNad01,6,efferent neuron,0,,,female_specific
MNad02,6,efferent neuron,0,,,female_specific
MNml78,6,efferent neuron,0,,,female_specific
PFNm_b,6,,0,,,female_specific
PLP241,6,,0,,,female_specific
PS004b,6,,0,,,female_specific
SA1_b,6,,0,,,female_specific
SAD008,6,,0,,,female_specific
SA_VTV_4,6,sensory neuron,0,,,female_specific
SIP024,6,,0,,,female_specific
SMP016,6,,0,,,female_specific
SMP018,6,,0,,,female_specific
SMP406,6,,0,,,female_specific
SNch13,6,sensory neuron,0,,,female_specific
SNta14,6,sensory neuron,0,,,female_specific
SNta18,6,sensory neuron,0,,,female_specific
Tergopleural/Pleural promotor MN,6,efferent neuron,0,,,female_specific
TuBu10,6,,0,,,female_specific
WEDPN7B,6,,0,,,female_specific
ab-PDF,6,efferent neuron,0,,,female_specific
columnar,6,,0,,,female_specific
vDeltaH,6,,0,,,female_specific
AN05B101,5,,0,,,female_specific
AN06B046,5,,0,,,female_specific
AN16B078,5,,0,,,female_specific
AN_4_63,5,CNS neuron,0,,,female_specific
AN_FLA_GNG_1,5,,0,,,female_specific
AN_GNG_123,5,,0,,,female_specific
AN_GNG_129,5,,0,,,female_specific
AN_GNG_140,5,,0,,,female_specific
AN_GNG_62,5,,0,,,female_specific
AN_GNG_99,5,sensory neuron,0,,,female_specific
AN_GNG_VES_10,5,sensory neuron,0,,,female_specific
AOTU052,5,,0,,,female_specific
ATL009,5,,0,,,female_specific
AVLP008,5,,0,,,female_specific
AVLP069,5,,0,,,female_specific
AVLP187,5,,0,,,female_specific
CB0742,5,,0,,,female_specific
CB0960,5,,0,,,female_specific
CB1068,5,,0,,,female_specific
CB1071,5,,0,,,female_specific
CB1184,5,,0,,,female_specific
CB1239,5,,0,,,female_specific
CB1380,5,,0,,,female_specific
CB1759,5,,0,,,female_specific
CB1949,5,,0,,,female_specific
CB2044,5,,0,,,female_specific
CB2187,5,,0,,,female_specific
CB2225,5,,0,,,female_specific
CB2293,5,,0,,,female_specific
CB2370,5,,0,,,female_specific
CB2604,5,,0,,,female_specific
CB2670,5,,0,,,female_specific
CB2801,5,,0,,,female_specific
CB2893,5,,0,,,female_specific
CB2911,5,,0,,,female_specific
CB3022,5,,0,,,female_specific
CB3082,5,,0,,,female_specific
CB3145,5,CNS neuron,0,,,female_specific
CB3199,5,,0,,,female_specific
CB3516,5,,0,,,female_specific
CB3821,5,CNS neuron,0,,,female_specific
CB3824,5,CNS neuron,0,,,female_specific
CB3827,5,CNS neuron,0,,,female_specific
CB3835,5,CNS neuron,0,,,female_specific
DM1_antero_ventral__2,5,,0,,,female_specific
DNg12,5,CNS neuron,0,,,female_specific
DNit003,5,CNS neuron,0,,,female_specific
DNnt013,5,CNS neuron,0,,,female_specific
DNut058,5,CNS neuron,0,,,female_specific
ER2_d,5,,0,,,female_specific
ER3p_b,5,,0,,,female_specific
FB1E_a,5,,0,,,female_specific
FB2E,5,,0,,,female_specific
FB2I_a,5,,0,,,female_specific
FB7I,5,,0,,,female_specific
IN00A040,5,,0,,,female_specific
IN01A038,5,,0,,,female_specific
IN01A065,5,,0,,,female_specific
IN01A079,5,,0,,,female_specific
IN01B044,5,glia,0,,,female_specific
IN01B056,5,sensory neuron,0,,,female_specific
IN02A029,5,,0,,,female_specific
IN02A066,5,,0,,,female_specific
IN03A050,5,,0,,,female_specific
IN03A054,5,,0,,,female_specific
IN03A061,5,CNS neuron,0,,,female_specific
IN03A085,5,,0,,,female_specific
IN03A092,5,,0,,,female_specific
IN03A094,5,,0,,,female_specific
IN03B042,5,,0,,,female_specific
IN03B046,5,,0,,,female_specific
IN03B052,5,,0,,,female_specific
IN04B019,5,,0,,,female_specific
IN04B042,5,,0,,,female_specific
IN04B043,5,,0,,,female_specific
IN04B062,5,,0,,,female_specific
IN04B094,5,,0,,,female_specific
IN04B100,5,,0,,,female_specific
IN04B107,5,,0,,,female_specific
IN05B057,5,,0,,,female_specific
IN05B070,5,glia,0,,,female_specific
IN05B088,5,,0,,,female_specific
IN06A061,5,,0,,,female_specific
IN06A071,5,,0,,,female_specific
IN06A109,5,sensory neuron,0,,,female_specific
IN06A124,5,,0,,,female_specific
IN06A126,5,,0,,,female_specific
IN06B043,5,,0,,,female_specific
IN06B070,5,,0,,,female_specific
IN07B058,5,,0,,,female_specific
IN07B065,5,,0,,,female_specific
IN07B066,5,,0,,,female_specific
IN08A048,5,,0,,,female_specific
IN09A014,5,CNS neuron,0,,,female_specific
IN09A034,5,,0,,,female_specific
IN09A054,5,CNS neuron,0,,,female_specific
IN09A072,5,,0,,,female_specific
IN09B045,5,,0,,,female_specific
IN09B047,5,,0,,,female_specific
IN11A005,5,,0,,,female_specific
IN11A008,5,,0,,,female_specific
IN11A020,5,,0,,,female_specific
IN11A034,5,,0,,,female_specific
IN11B003,5,,0,,,female_specific
IN12A053,5,,0,,,female_specific
IN12B002,5,,0,,,female_specific
IN12B018,5,,0,,,female_specific
IN12B056,5,,0,,,female_specific
IN12B069,5,,0,,,female_specific
IN12B075,5,,0,,,female_specific
IN13A009,5,,0,,,female_specific
IN13A021,5,CNS neuron,0,,,female_specific
IN13A032,5,,0,,,female_specific
IN13A044,5,,0,,,female_specific
IN13A046,5,,0,,,female_specific
IN13A054,5,,0,,,female_specific
IN13A063,5,CNS neuron,0,,,female_specific
IN13A067,5,,0,,,female_specific
IN13B064,5,,0,,,female_specific
IN13B093,5,,0,,,female_specific
IN14A086,5,,0,,,female_specific
IN14A110,5,glia,0,,,female_specific
IN16B108,5,sensory neuron,0,,,female_specific
IN17A017,5,CNS neuron,0,,,female_specific
IN17A020,5,,0,,,female_specific
IN17A022,5,CNS neuron,0,,,female_specific
IN17A026,5,,0,,,female_specific
IN17A039,5,,0,,,female_specific
IN17A041,5,CNS neuron,0,,,female_specific
IN17A093,5,,0,,,female_specific
IN17A095,5,,0,,,female_specific
IN17A104,5,glia,0,,,female_specific
IN17A113,5,,0,,,female_specific
IN18B045,5,,0,,,female_specific
IN19A045,5,,0,,,female_specific
IN19A046,5,sensory neuron,0,,,female_specific
IN19A056,5,,0,,,female_specific
IN19A057,5,,0,,,female_specific
IN19A065,5,,0,,,female_specific
IN19A072,5,,0,,,female_specific
IN19A083,5,,0,,,female_specific
IN19A085,5,,0,,,female_specific
IN19A092,5,,0,,,female_specific
IN19A107,5,CNS neuron,0,,,female_specific
IN19A109,5,,0,,,female_specific
IN19A114,5,,0,,,female_specific
IN20A.22A001,5,,0,,,female_specific
IN20A.22A023,5,,0,,,female_specific
IN20A.22A069,5,,0,,,female_specific
IN20A.22A070,5,,0,,,female_specific
IN20A.22A076,5,,0,,,female_specific
IN21A002,5,,0,,,female_specific
IN21A006,5,,0,,,female_specific
IN21A007,5,,0,,,female_specific
IN21A010,5,,0,,,female_specific
IN21A012,5,efferent neuron,0,,,female_specific
IN21A013,5,,0,,,female_specific
IN21A024,5,,0,,,female_specific
IN21A026,5,glia,0,,,female_specific
IN21A038,5,,0,,,female_specific
IN21A059,5,,0,,,female_specific
IN21A061,5,,0,,,female_specific
IN21A067,5,,0,,,female_specific
IN21A079,5,,0,,,female_specific
IN21A080,5,,0,,,female_specific
IN21A093,5,,0,,,female_specific
IN21A102,5,,0,,,female_specific
IN21A103,5,,0,,,female_specific
IN23B055,5,,0,,,female_specific
INXXX052,5,,0,,,female_specific
INXXX137,5,efferent neuron,0,,,female_specific
INXXX239,5,,0,,,female_specific
INXXX316,5,,0,,,female_specific
INXXX331,5,,0,,,female_specific
INXXX364,5,,0,,,female_specific
INXXX386,5,,0,,,female_specific
INXXX397,5,,0,,,female_specific
INXXX417,5,,0,,,female_specific
INXXX460,5,,0,,,female_specific
INXXX466,5,,0,,,female_specific
JO-C,5,sensory neuron,0,,,female_specific
JO-CA,5,sensory neuron,0,,,female_specific
LC14,5,,0,,,female_specific
LHCENT13,5,,0,,,female_specific
LHPV3a1,5,,0,,,female_specific
LTe49a,5,,0,,,female_specific
LTe49d,5,,0,,,female_specific
MNad08,5,efferent neuron,0,,,female_specific
MNad09,5,efferent neuron,0,,,female_specific
MNad16,5,efferent neuron,0,,,female_specific
MNhl68,5,efferent neuron,0,,,female_specific
PS289,5,,0,,,female_specific
PS290,5,,0,,,female_specific
SA_DMT_ADMN_1,5,sensory neuron,0,,,female_specific
SA_DMT_ADMN_11,5,sensory neuron,0,,,female_specific
SA_VTV_PDMN_1,5,,0,,,female_specific
SApp04,5,sensory neuron,0,,,female_specific
SApp16,5,sensory neuron,0,,,female_specific
SIP028b,5,,0,,,female_specific
SLP295b,5,,0,,,female_specific
SMP167,5,,0,,,female_specific
SNch08,5,sensory neuron,0,,,female_specific
SNpp32,5,sensory neuron,0,,,female_specific
SNta36,5,sensory neuron,0,,,female_specific
SNxx08,5,sensory neuron,0,,,female_specific
SNxx16,5,sensory neuron,0,,,female_specific
SNxx21,5,sensory neuron,0,,,female_specific
WED145,5,,0,,,female_specific
WEDa2_44,5,,0,,,female_specific
bLPTCrn,5,CNS neuron,0,,,female_specific
bilaterally projecting campaniform sensillum neuron,5,sensory neuron,0,,,female_specific
pharyngeal_nerve_sensory_group1,5,sensory neuron,0,,,female_specific
sternal_posterior_rotator_dorsomedial_ribbon,5,efferent neuron,0,,,female_specific
v2LN42,5,,0,,,female_specific
vDeltaG,5,,0,,,female_specific
vMS12,5,,0,,,female_specific
AMMC B1 like,4,CNS neuron,0,,,female_specific
AN05B069,4,,0,,,female_specific
AN07B045,4,,0,,,female_specific
AN07B069,4,CNS neuron,0,,,female_specific
AN07B071,4,CNS neuron,0,,,female_specific
AN08B113,4,,0,,,female_specific
AN10B037,4,,0,,,female_specific
AN10B048,4,,0,,,female_specific
ANXXX084,4,,0,,,female_specific
AN_GNG_13,4,,0,,,female_specific
AN_GNG_161,4,,0,,,female_specific
AN_GNG_168,4,,0,,,female_specific
AN_GNG_52,4,sensory neuron,0,,,female_specific
AN_multi_128,4,,0,,,female_specific
AOTU008d,4,,0,,,female_specific
AOTU038,4,,0,,,female_specific
AVLP044a,4,,0,,,female_specific
AVLP286,4,,0,,,female_specific
AVLP380b,4,,0,,,female_specific
AVLP463,4,,0,,,female_specific
CB.FB1I1,4,,0,,,female_specific
CB.FB2E1,4,,0,,,female_specific
CB0007,4,,0,,,female_specific
CB1159,4,,0,,,female_specific
CB1271,4,,0,,,female_specific
CB1331,4,,0,,,female_specific
CB1450,4,,0,,,female_specific
CB1508,4,,0,,,female_specific
CB1620,4,,0,,,female_specific
CB1668,4,,0,,,female_specific
CB1724,4,,0,,,female_specific
CB1743,4,,0,,,female_specific
CB1765,4,,0,,,female_specific
CB1779,4,,0,,,female_specific
CB1814,4,,0,,,female_specific
CB1919,4,,0,,,female_specific
CB1996,4,,0,,,female_specific
CB2157,4,,0,,,female_specific
CB2209,4,,0,,,female_specific
CB2267,4,,0,,,female_specific
CB2282,4,,0,,,female_specific
CB2378,4,,0,,,female_specific
CB2399,4,,0,,,female_specific
CB2405,4,,0,,,female_specific
CB2417,4,,0,,,female_specific
CB2506,4,,0,,,female_specific
CB2616,4,,0,,,female_specific
CB2830,4,,0,,,female_specific
CB2898,4,,0,,,female_specific
CB2903,4,,0,,,female_specific
CB2909,4,,0,,,female_specific
CB2926,4,,0,,,female_specific
CB2973,4,,0,,,female_specific
CB3006,4,,0,,,female_specific
CB3092,4,,0,,,female_specific
CB3111,4,,0,,,female_specific
CB3229,4,,0,,,female_specific
CB3321,4,,0,,,female_specific
CB3534,4,,0,,,female_specific
CB3792,4,,0,,,female_specific
CB3796,4,,0,,,female_specific
CB3815,4,,0,,,female_specific
CB3816,4,CNS neuron,0,,,female_specific
CB3840,4,CNS neuron,0,,,female_specific
CB3852,4,CNS neuron,0,,,female_specific
CL022,4,,0,,,female_specific
CL169,4,,0,,,female_specific
CL313,4,,0,,,female_specific
CRE080a,4,,0,,,female_specific
CREl1_30,4,,0,,,female_specific
CV1030,4,efferent neuron,0,,,female_specific
CV1034,4,,0,,,female_specific
CoHP4,4,sensory neuron,0,,,female_specific
DNfl021,4,CNS neuron,0,,,female_specific
DNg05,4,CNS neuron,0,,,female_specific
DNg06,4,CNS neuron,0,,,female_specific
DNg08_a,4,CNS neuron,0,,,female_specific
DNg08_b,4,CNS neuron,0,,,female_specific
DNg110,4,CNS neuron,0,,,female_specific
DNg74,4,CNS neuron,0,,,female_specific
DNnt012,4,CNS neuron,0,,,female_specific
DNut034,4,CNS neuron,0,,,female_specific
DNxl106,4,CNS neuron,0,,,female_specific
DNxn117,4,CNS neuron,0,,,female_specific
DNxn128,4,CNS neuron,0,,,female_specific
DNxn146,4,CNS neuron,0,,,female_specific
DNxn179,4,CNS neuron,0,,,female_specific
DNxn181,4,CNS neuron,0,,,female_specific
Dm21,4,,0,,,female_specific
ER2_b,4,,0,,,female_specific
FB2C,4,,0,,,female_specific
FB3B,4,,0,,,female_specific
FB6C_b,4,,0,,,female_specific
IB002,4,,0,,,female_specific
IN00A009,4,,0,,,female_specific
IN00A057,4,,0,,,female_specific
IN01A030,4,,0,,,female_specific
IN01A047,4,glia,0,,,female_specific
IN01A052,4,CNS neuron,0,,,female_specific
IN01A059,4,,0,,,female_specific
IN01A062,4,,0,,,female_specific
IN01A069,4,,0,,,female_specific
IN01B019,4,,0,,,female_specific
IN01B020,4,sensory neuron,0,,,female_specific
IN01B061,4,,0,,,female_specific
IN01B065,4,,0,,,female_specific
IN01B080,4,,0,,,female_specific
IN01B091,4,sensory neuron,0,,,female_specific
IN01B099,4,sensory neuron,0,,,female_specific
IN02A038,4,,0,,,female_specific
IN03A041,4,,0,,,female_specific
IN03A055,4,,0,,,female_specific
IN03A069,4,,0,,,female_specific
IN03A082,4,,0,,,female_specific
IN03A090,4,,0,,,female_specific
IN03B012,4,,0,,,female_specific
IN03B015,4,,0,,,female_specific
IN03B019,4,,0,,,female_specific
IN03B020,4,,0,,,female_specific
IN03B032,4,,0,,,female_specific
IN03B053,4,,0,,,female_specific
IN03B055,4,,0,,,female_specific
IN03B057,4,,0,,,female_specific
IN03B064,4,,0,,,female_specific
IN03B088,4,,0,,,female_specific
IN04B041,4,,0,,,female_specific
IN04B046,4,,0,,,female_specific
IN04B050,4,,0,,,female_specific
IN04B071,4,,0,,,female_specific
IN04B084,4,,0,,,female_specific
IN04B085,4,,0,,,female_specific
IN04B104,4,,0,,,female_specific
IN05B017,4,,0,,,female_specific
IN05B022,4,,0,,,female_specific
IN05B033,4,,0,,,female_specific
IN05B042,4,,0,,,female_specific
IN05B066,4,,0,,,female_specific
IN05B075,4,,0,,,female_specific
IN05B089,4,,0,,,female_specific
IN05B091,4,,0,,,female_specific
IN06A003,4,,0,,,female_specific
IN06A020,4,,0,,,female_specific
IN06A033,4,,0,,,female_specific
IN06A042,4,,0,,,female_specific
IN06A050,4,,0,,,female_specific
IN06A072,4,,0,,,female_specific
IN06A077,4,,0,,,female_specific
IN06A081,4,,0,,,female_specific
IN06A087,4,,0,,,female_specific
IN06A093,4,,0,,,female_specific
IN06A096,4,,0,,,female_specific
IN06A097,4,,0,,,female_specific
IN06A100,4,,0,,,female_specific
IN06A103,4,,0,,,female_specific
IN06A120,4,,0,,,female_specific
IN06A129,4,,0,,,female_specific
IN06A134,4,,0,,,female_specific
IN06A137,4,,0,,,female_specific
IN06B017,4,CNS neuron,0,,,female_specific
IN06B029,4,glia,0,,,female_specific
IN06B040,4,,0,,,female_specific
IN06B047,4,,0,,,female_specific
IN06B053,4,,0,,,female_specific
IN06B072,4,,0,,,female_specific
IN06B081,4,,0,,,female_specific
IN07B001,4,,0,,,female_specific
IN07B030,4,,0,,,female_specific
IN07B031,4,,0,,,female_specific
IN08A011,4,,0,,,female_specific
IN08A037,4,,0,,,female_specific
IN08A042,4,,0,,,female_specific
IN08B051,4,,0,,,female_specific
IN08B085,4,,0,,,female_specific
IN09A030,4,CNS neuron,0,,,female_specific
IN09A066,4,,0,,,female_specific
IN09A081,4,,0,,,female_specific
IN09B006,4,,0,,,female_specific
IN09B022,4,,0,,,female_specific
IN10B011,4,,0,,,female_specific
IN10B014,4,,0,,,female_specific
IN10B028,4,,0,,,female_specific
IN11A011,4,,0,,,female_specific
IN11A016,4,,0,,,female_specific
IN11A019,4,,0,,,female_specific
IN11A024,4,,0,,,female_specific
IN11A030,4,,0,,,female_specific
IN11A031,4,,0,,,female_specific
IN11A043,4,,0,,,female_specific
IN11B001,4,,0,,,female_specific
IN12A018,4,,0,,,female_specific
IN12A042,4,,0,,,female_specific
IN12A052,4,,0,,,female_specific
IN12A062,4,,0,,,female_specific
IN12B011,4,,0,,,female_specific
IN12B024,4,,0,,,female_specific
IN12B032,4,,0,,,female_specific
IN12B038,4,,0,,,female_specific
IN12B040,4,,0,,,female_specific
IN12B041,4,,0,,,female_specific
IN13A004,4,,0,,,female_specific
IN13A013,4,,0,,,female_specific
IN13A027,4,CNS neuron,0,,,female_specific
IN13A049,4,CNS neuron,0,,,female_specific
IN13A052,4,,0,,,female_specific
IN13B005,4,glia,0,,,female_specific
IN13B026,4,,0,,,female_specific
IN13B030,4,,0,,,female_specific
IN13B058,4,CNS neuron,0,,,female_specific
IN13B073,4,,0,,,female_specific
IN13B075,4,CNS neuron,0,,,female_specific
IN13B087,4,,0,,,female_specific
IN13B089,4,,0,,,female_specific
IN14A047,4,,0,,,female_specific
IN14A048,4,,0,,,female_specific
IN14A052,4,CNS neuron,0,,,female_specific
IN14A084,4,,0,,,female_specific
IN14A095,4,,0,,,female_specific
IN14B005,4,,0,,,female_specific
IN14B007,4,CNS neuron,0,,,female_specific
IN14B012,4,,0,,,female_specific
IN16B064,4,CNS neuron,0,,,female_specific
IN16B083,4,CNS neuron,0,,,female_specific
IN16B098,4,,0,,,female_specific
IN16B121,4,CNS neuron,0,,,female_specific
IN17A043,4,,0,,,female_specific
IN17A044,4,,0,,,female_specific
IN17A049,4,,0,,,female_specific
IN17A055,4,,0,,,female_specific
IN17A058,4,,0,,,female_specific
IN17A069,4,,0,,,female_specific
IN17A071,4,,0,,,female_specific
IN17A077,4,,0,,,female_specific
IN17A079,4,CNS neuron,0,,,female_specific
IN17A089,4,,0,,,female_specific
IN17A108,4,,0,,,female_specific
IN17A112,4,,0,,,female_specific
IN18B021,4,,0,,,female_specific
IN18B042,4,,0,,,female_specific
IN19A009,4,,0,,,female_specific
IN19A010,4,,0,,,female_specific
IN19A012,4,CNS neuron,0,,,female_specific
IN19A013,4,,0,,,female_specific
IN19A014,4,,0,,,female_specific
IN19A019,4,,0,,,female_specific
IN19A024,4,,0,,,female_specific
IN19A042,4,,0,,,female_specific
IN19A047,4,,0,,,female_specific
IN19A052,4,,0,,,female_specific
IN19A059,4,,0,,,female_specific
IN19A070,4,,0,,,female_specific
IN19A086,4,,0,,,female_specific
IN19A113,4,,0,,,female_specific
IN19A118,4,,0,,,female_specific
IN19A120,4,,0,,,female_specific
IN19B003,4,,0,,,female_specific
IN19B067,4,sensory neuron,0,,,female_specific
IN19B070,4,,0,,,female_specific
IN20A.22A006,4,,0,,,female_specific
IN20A.22A010,4,,0,,,female_specific
IN20A.22A016,4,,0,,,female_specific
IN20A.22A019,4,,0,,,female_specific
IN20A.22A029,4,,0,,,female_specific
IN20A.22A041,4,,0,,,female_specific
IN20A.22A042,4,,0,,,female_specific
IN20A.22A052,4,,0,,,female_specific
IN20A.22A065,4,,0,,,female_specific
IN20A.22A078,4,,0,,,female_specific
IN20A.22A088,4,,0,,,female_specific
IN20A.22A089,4,,0,,,female_specific
IN20A.22A092,4,,0,,,female_specific
IN21A005,4,,0,,,female_specific
IN21A020,4,,0,,,female_specific
IN21A046,4,,0,,,female_specific
IN21A051,4,,0,,,female_specific
